Date,Adj Close,Close,High,Low,Open,Volume
2010-10-11,5.371034145355225,5.575555801391602,5.626667022705078,5.5577778816223145,5.595555782318115,3113550
2010-10-12,5.448100090026856,5.655556201934815,5.686666965484619,5.511110782623291,5.564444065093994,1341900
2010-10-13,5.567978382110596,5.78000020980835,5.848888874053955,5.6666669845581055,5.671111106872559,2072700
2010-10-14,5.527304649353027,5.737778186798096,5.7844438552856445,5.706666946411133,5.755556106567383,1545750
2010-10-15,5.550853729248047,5.762221813201904,5.81777811050415,5.70444393157959,5.81777811050415,2115450
2010-10-18,5.557275772094727,5.7688889503479,5.791110992431641,5.742221832275391,5.777778148651123,1271250
2010-10-19,5.467366695404053,5.675556182861328,5.742221832275391,5.633333206176758,5.68222188949585,2016900
2010-10-20,5.602230072021484,5.815556049346924,5.877778053283691,5.695556163787842,5.717778205871582,1913400
2010-10-21,5.578680515289307,5.791110992431641,5.848888874053955,5.6777777671813965,5.822222232818604,1799550
2010-10-22,5.636481285095215,5.851110935211182,5.873332977294922,5.764443874359131,5.804443836212158,1810800
2010-10-25,5.666449546813965,5.8822221755981445,5.944444179534912,5.851110935211182,5.888888835906982,983700
2010-10-26,5.570119380950928,5.782221794128418,5.917778015136719,5.78000020980835,5.8444437980651855,1614150
2010-10-27,5.981133937835693,6.208889007568359,6.228888988494873,5.79555606842041,5.8355560302734375,7986600
2010-10-28,5.987557411193848,6.215556144714356,6.3355560302734375,6.1666669845581055,6.264443874359131,4051350
2010-10-29,6.004683494567871,6.233333110809326,6.28000020980835,6.146667003631592,6.20444393157959,2387250
2010-11-01,5.880520820617676,6.1044440269470215,6.266666889190674,6.02222204208374,6.25333309173584,2572650
2010-11-02,5.957586765289307,6.184443950653076,6.21999979019165,6.1066670417785645,6.184443950653076,2701350
2010-11-03,6.060341835021973,6.291110992431641,6.308888912200928,6.1777777671813965,6.199999809265137,5742900
2010-11-04,6.141687393188477,6.375555992126465,6.444444179534912,6.322222232818604,6.348888874053955,2366100
2010-11-05,6.107435703277588,6.340000152587891,6.424444198608398,6.300000190734863,6.393332958221436,1407600
2010-11-08,6.081747531890869,6.313333034515381,6.380000114440918,6.211111068725586,6.311110973358154,715500
2010-11-09,5.936180114746094,6.162221908569336,6.340000152587891,6.126667022705078,6.340000152587891,1307250
2010-11-10,5.955446720123291,6.18222188949585,6.222221851348877,6.113333225250244,6.188889026641846,1495350
2010-11-11,5.97257137298584,6.199999809265137,6.20444393157959,6.1066670417785645,6.117777824401856,1276650
2010-11-12,5.959728240966797,6.186666965484619,6.235556125640869,6.115555763244629,6.151111125946045,1223550
2010-11-15,5.908350944519043,6.133333206176758,6.25333309173584,6.126667022705078,6.211111068725586,1143000
2010-11-16,5.876240253448486,6.099999904632568,6.133333206176758,6.0,6.077777862548828,1291950
2010-11-17,5.966150283813477,6.193333148956299,6.25333309173584,6.086667060852051,6.115555763244629,1826100
2010-11-18,6.000401020050049,6.228888988494873,6.353332996368408,6.202221870422363,6.257778167724609,1319850
2010-11-19,6.107435703277588,6.340000152587891,6.5,6.193333148956299,6.217778205871582,3041550
2010-11-22,6.141687393188477,6.375555992126465,6.388888835906982,6.266666889190674,6.315556049346924,1719900
2010-11-23,6.190925121307373,6.426667213439941,6.437777996063232,6.286666870117188,6.342222213745117,3154500
2010-11-24,6.351476669311523,6.593332767486572,6.6044440269470215,6.466667175292969,6.466667175292969,2506050
2010-11-26,6.287256717681885,6.52666711807251,6.595555782318115,6.513332843780518,6.553332805633545,568800
2010-11-29,6.2551445960998535,6.493332862854004,6.524444103240967,6.373332977294922,6.513332843780518,1487700
2010-11-30,6.182360649108887,6.417778015136719,6.462222099304199,6.364443778991699,6.444444179534912,1847250
2010-12-01,6.319366931915283,6.559999942779541,6.635556221008301,6.519999980926514,6.533332824707031,1268100
2010-12-02,6.443528175354004,6.688889026641846,6.717778205871582,6.5155558586120605,6.559999942779541,2334150
2010-12-03,6.561266899108887,6.811110973358154,6.915555953979492,6.617777824401856,6.651111125946045,2642850
2010-12-06,6.604082107543945,6.855556011199951,6.888888835906982,6.744443893432617,6.800000190734863,1995750
2010-12-07,6.698271751403809,6.953332901000977,7.0444440841674805,6.886666774749756,6.900000095367432,1812600
2010-12-08,6.582672119140625,6.833333015441895,6.988889217376709,6.824443817138672,6.988889217376709,1980900
2010-12-09,6.554844379425049,6.804443836212158,6.897778034210205,6.793333053588867,6.893332958221436,1634400
2010-12-10,6.627628803253174,6.880000114440918,6.886666774749756,6.762221813201904,6.813333034515381,928800
2010-12-13,6.48848295211792,6.735556125640869,6.931110858917236,6.728888988494873,6.931110858917236,1707300
2010-12-14,6.520594596862793,6.7688889503479,6.842222213745117,6.6666669845581055,6.7755560874938965,1829700
2010-12-15,6.512031078338623,6.760000228881836,6.8444437980651855,6.7311110496521,6.782221794128418,1808100
2010-12-16,6.601939678192139,6.853332996368408,6.913332939147949,6.735556125640869,6.797778129577637,1846800
2010-12-17,6.554844379425049,6.804443836212158,6.8822221755981445,6.735556125640869,6.848888874053955,2570400
2010-12-20,6.57625150680542,6.826666831970215,6.860000133514404,6.737778186798096,6.833333015441895,1034550
2010-12-21,6.775337219238281,7.033332824707031,7.055555820465088,6.866666793823242,6.877778053283691,1294200
2010-12-22,6.764633655548096,7.02222204208374,7.099999904632568,6.97333288192749,7.051111221313477,599400
2010-12-23,6.783900260925293,7.042222023010254,7.075555801391602,6.97777795791626,7.02222204208374,591300
2010-12-27,6.816010475158691,7.075555801391602,7.122221946716309,6.982222080230713,7.028889179229736,583200
2010-12-28,6.751789093017578,7.008889198303223,7.088889122009277,6.968889236450195,7.088889122009277,657450
2010-12-29,6.773196220397949,7.031110763549805,7.073332786560059,7.006667137145996,7.033332824707031,346950
2010-12-30,6.858824729919434,7.119999885559082,7.155556201934815,7.0444440841674805,7.0444440841674805,715050
2010-12-31,6.84812068939209,7.108889102935791,7.1644439697265625,7.084444046020508,7.119999885559082,952650
2011-01-03,6.953014850616455,7.217778205871582,7.337778091430664,7.144443988800049,7.1666669845581055,874800
2011-01-04,6.953014850616455,7.217778205871582,7.497777938842773,6.97777795791626,7.244443893432617,8187300
2011-01-05,6.942312717437744,7.206666946411133,7.326666831970215,7.133333206176758,7.188889026641846,2298600
2011-01-06,6.989408493041992,7.255556106567383,7.388888835906982,7.208889007568359,7.377778053283691,2028600
2011-01-07,7.006532192230225,7.2733330726623535,7.351110935211182,7.148889064788818,7.300000190734863,1154250
2011-01-10,6.993690013885498,7.260000228881836,7.304443836212158,7.144443988800049,7.2311110496521,1084050
2011-01-11,6.940169811248779,7.20444393157959,7.302221775054932,7.137777805328369,7.266666889190674,1117350
2011-01-12,7.002251148223877,7.2688889503479,7.293333053588867,7.1777777671813965,7.2733330726623535,1466550
2011-01-13,7.066472053527832,7.335556030273437,7.3933329582214355,7.064444065093994,7.188889026641846,1788300
2011-01-14,7.109286785125732,7.380000114440918,7.404444217681885,7.228888988494873,7.320000171661377,1597050
2011-01-18,7.077177047729492,7.346666812896728,7.448888778686523,7.2688889503479,7.380000114440918,1513350
2011-01-19,6.912343502044678,7.175556182861328,7.360000133514404,7.144443988800049,7.351110935211182,1875150
2011-01-20,6.830996036529541,7.091111183166504,7.168889045715332,7.039999961853027,7.111111164093018,915750
2011-01-21,6.811729907989502,7.07111120223999,7.1644439697265625,7.055555820465088,7.124444007873535,873450
2011-01-24,6.8738112449646,7.135556221008301,7.21999979019165,7.04888916015625,7.062222003936768,1207350
2011-01-25,6.925187110900879,7.188889026641846,7.211111068725586,7.084444046020508,7.091111183166504,889650
2011-01-26,6.993690013885498,7.260000228881836,7.406667232513428,7.148889064788818,7.228888988494873,2556900
2011-01-27,7.143540382385254,7.415555953979492,7.466667175292969,7.228888988494873,7.266666889190674,1236150
2011-01-28,6.890935897827148,7.153333187103272,7.388888835906982,7.151111125946045,7.388888835906982,1342800
2011-01-31,6.886654853820801,7.148889064788818,7.199999809265137,7.055555820465088,7.171111106872559,1139400
2011-02-01,6.997970581054688,7.264443874359131,7.300000190734863,7.191111087799072,7.2266669273376465,1093050
2011-02-02,6.589095592498779,6.840000152587891,7.137777805328369,6.304443836212158,7.037777900695801,9990000
2011-02-03,6.441389083862305,6.686666965484619,6.8466668128967285,6.595555782318115,6.7133331298828125,4199400
2011-02-04,6.527015209197998,6.7755560874938965,6.822222232818604,6.611111164093018,6.686666965484619,3020850
2011-02-07,6.462793827056885,6.708889007568359,6.7755560874938965,6.633333206176758,6.755556106567383,3338100
2011-02-08,6.479920387268066,6.726666927337647,6.777778148651123,6.6666669845581055,6.722221851348877,1125450
2011-02-09,6.434965133666992,6.679999828338623,6.862222194671631,6.608889102935791,6.862222194671631,2032200
2011-02-10,6.569831371307373,6.820000171661377,6.880000114440918,6.622221946716309,6.624444007873535,2101050
2011-02-11,6.653317451477051,6.906667232513428,6.908888816833496,6.760000228881836,6.806666851043701,3124350
2011-02-14,6.741084575653076,6.997777938842773,7.033332824707031,6.848888874053955,6.8822221755981445,1442700
2011-02-15,6.758212089538574,7.0155558586120605,7.1066670417785645,6.95111083984375,6.964444160461426,2180700
2011-02-16,6.779618263244629,7.037777900695801,7.088889122009277,6.975555896759033,6.988889217376709,2319750
2011-02-17,6.826713562011719,7.086667060852051,7.155556201934815,6.97333288192749,7.042222023010254,1350000
