Date,Adj Close,Close,High,Low,Open,Volume
2010-10-11,10.756085395812988,12.050000190734863,12.149999618530272,11.90999984741211,11.949999809265137,63700
2010-10-12,10.979241371154783,12.300000190734863,12.300000190734863,11.90999984741211,12.010000228881836,59600
2010-10-13,10.773937225341797,12.06999969482422,12.329999923706056,12.020000457763672,12.3100004196167,222000
2010-10-14,10.845346450805664,12.149999618530272,12.229999542236328,12.0,12.06999969482422,223700
2010-10-15,10.657896041870115,11.9399995803833,12.350000381469728,11.859999656677246,12.350000381469728,396200
2010-10-18,10.925683975219728,12.239999771118164,12.289999961853027,11.649999618530272,11.960000038146973,53500
2010-10-19,10.809640884399414,12.109999656677246,12.25,12.010000228881836,12.0600004196167,130100
2010-10-20,10.889979362487791,12.199999809265137,12.449999809265137,11.520000457763672,12.170000076293944,124800
2010-10-21,10.934608459472656,12.25,12.399999618530272,12.109999656677246,12.109999656677246,58800
2010-10-22,11.006019592285156,12.329999923706056,12.609999656677246,12.18000030517578,12.199999809265137,94200
2010-10-25,11.04172420501709,12.369999885559082,12.59000015258789,12.199999809265137,12.199999809265137,128300
2010-10-26,10.961383819580078,12.279999732971191,12.489999771118164,11.90999984741211,12.25,186100
2010-10-27,11.398774147033691,12.770000457763672,12.800000190734863,12.279999732971191,12.279999732971191,263800
2010-10-28,11.773670196533203,13.1899995803833,13.350000381469728,12.600000381469728,12.81999969482422,409900
2010-10-29,11.773670196533203,13.1899995803833,13.470000267028809,12.880000114440918,13.15999984741211,434600
2010-11-01,11.327360153198242,12.6899995803833,13.5,12.5600004196167,13.270000457763672,432100
2010-11-02,11.84507942199707,13.270000457763672,13.43000030517578,12.470000267028809,12.899999618530272,300900
2010-11-03,12.175354957580566,13.640000343322754,13.800000190734863,13.109999656677246,13.210000038146973,359900
2010-11-04,12.469915390014648,13.970000267028809,14.0,13.529999732971191,13.739999771118164,274600
2010-11-05,12.469915390014648,13.970000267028809,14.0,13.640000343322754,13.899999618530272,175600
2010-11-08,12.29139232635498,13.770000457763672,14.0,13.609999656677246,14.0,179900
2010-11-09,12.166426658630373,13.630000114440918,13.949999809265137,13.199999809265137,13.720000267028809,269800
2010-11-10,11.889713287353516,13.31999969482422,13.729999542236328,13.050000190734863,13.600000381469728,172300
